asset_id,timestamp,component_id,component_type,temperature,vibration,oil_pressure,fuel_pressure,rpm,hydraulic_pressure,battery_voltage,coolant_temperature,operating_hours,load_percentage,ambient_temperature,anomaly_label,failure_within_50_hours
A027,05-01-2025 10:00,A027-ENG,Engine,74.437,3.146,74.034,59.037,1749.786,155.222,23.486,75.643,478,63.976,27.975,0,0
A027,05-01-2025 18:00,A027-ENG,Engine,79.472,2.087,77.108,56.471,1844.756,152.79,23.379,77.785,568,64.835,27.015,0,0
A027,05-01-2025 19:00,A027-ENG,Engine,77.308,2.76,77.213,53.174,1810.259,149.309,23.796,77.079,257,55.898,33.386,0,1
A027,05-01-2025 21:00,A027-ENG,Engine,72.325,2.775,72.581,56.037,1734.11,150.142,23.376,76.264,288,55.158,25.177,0,0
A027,06-01-2025 03:00,A027-ENG,Engine,79.191,2.98,74.407,53.981,1717.188,146.419,23.213,78.297,245,55.531,30.075,0,1
A027,06-01-2025 04:00,A027-ENG,Engine,80.126,2.867,72.473,53.779,1883.758,147.125,23.607,77.756,429,71.861,42.246,0,1
A027,06-01-2025 06:00,A027-ENG,Engine,73.131,3.446,76.72,52.675,1903.112,154.964,23.002,71.622,445,57.233,30.138,0,0
A027,06-01-2025 11:00,A027-ENG,Engine,76.853,2.778,77.482,56.581,1820.086,152.147,23.661,76.989,458,44.382,38.445,0,0
A027,06-01-2025 12:00,A027-ENG,Engine,75.299,2.78,72.494,53.268,1925.555,148.831,23.346,79.309,550,56.628,25.3,0,0
A027,06-01-2025 13:00,A027-ENG,Engine,77.576,2.344,76.18,58.188,1876.736,149.061,24.105,80.811,626,73.856,27.067,0,0
A027,07-01-2025 00:00,A027-ENG,Engine,77.698,2.791,77.177,54.389,1652.366,147.239,23.21,76.467,408,59.85,25.19,0,0
A027,07-01-2025 12:00,A027-ENG,Engine,75.739,2.62,79.27,54.272,1799.004,148.893,23.599,79.447,603,43.732,30.012,0,0
A027,07-01-2025 14:00,A027-ENG,Engine,78.171,3.15,74.325,51.905,1689.501,146.449,23.781,77.546,499,75.299,27.049,0,1
A027,07-01-2025 15:00,A027-ENG,Engine,73.832,3.093,74.499,52.313,1804.874,148.94,23.211,79.185,579,43.401,23.205,0,0
A027,07-01-2025 17:00,A027-ENG,Engine,76.616,2.699,73.493,53.928,1716.398,152.306,23.235,77.413,588,50.854,31.492,0,0
A027,07-01-2025 18:00,A027-ENG,Engine,75.574,3.432,74.062,56.092,1873.909,145.415,23.551,79.505,423,54.003,24.452,0,0
A027,07-01-2025 19:00,A027-ENG,Engine,82.276,2.761,77.981,54.954,1731.797,151.261,23.211,82.939,490,55.903,26.181,0,0
A027,07-01-2025 23:00,A027-ENG,Engine,97.242,3.792,61.101,52.222,1698.633,132.464,23.418,79.835,535,68.316,37.627,1,0
A027,08-01-2025 00:00,A027-ENG,Engine,76.489,2.666,74.331,53.318,1705.64,149.805,23.021,80.136,382,62.665,31.57,0,0
A027,08-01-2025 08:00,A027-ENG,Engine,76.93,2.706,72.728,53.198,1851.44,145.818,23.31,78.003,579,59.991,18.245,0,0
A027,08-01-2025 17:00,A027-ENG,Engine,78.264,2.331,68.326,58.499,1899.992,144.797,23.628,81.341,606,67.988,18.102,0,1
A027,08-01-2025 18:00,A027-ENG,Engine,76.57,2.618,76.369,53.974,1734.658,146.503,23.486,82.665,353,58.445,31.834,0,0
A027,08-01-2025 20:00,A027-ENG,Engine,78.653,2.445,74.296,53.445,1683.994,150.339,22.95,79.19,603,55.324,34.35,0,0
A027,08-01-2025 22:00,A027-ENG,Engine,76.844,2.651,77.219,54.827,1964.589,151.608,23.254,78.629,392,75.989,29.166,0,0
A027,08-01-2025 23:00,A027-ENG,Engine,78.394,3.495,81.074,53.289,1784.36,147.732,23.655,79.278,506,50.547,22.386,0,0
A027,09-01-2025 03:00,A027-ENG,Engine,75.492,3.575,74.135,54.657,1797.668,140.645,23.124,80.95,394,72.388,27.716,0,0
A027,09-01-2025 06:00,A027-ENG,Engine,80.445,3.352,74.195,53.352,1890.519,142.696,23.268,82.706,672,51.289,34.068,0,1
A027,09-01-2025 09:00,A027-ENG,Engine,88.833,5.69,63.554,52.465,1852.15,144.71,23.744,79.807,534,63.264,24.549,1,0
A027,09-01-2025 12:00,A027-ENG,Engine,74,2.81,72.645,55.117,1753.224,151.786,22.987,76.213,537,65.183,20.915,0,0
A027,09-01-2025 13:00,A027-ENG,Engine,80.072,2.672,71.299,50.931,1747.282,152.774,24.416,80.646,411,62.597,28.392,0,0
A027,09-01-2025 14:00,A027-ENG,Engine,79.347,2.986,75.01,54.201,1894.392,148.784,23.334,80.301,455,57.584,25.02,0,0
A027,09-01-2025 20:00,A027-ENG,Engine,78.229,2.911,71.099,50.797,1721.774,145.662,23.677,82.807,485,55.091,27.547,0,0
A027,10-01-2025 02:00,A027-ENG,Engine,81.035,2.868,71.675,52.794,1804.005,150.888,23.81,81.221,621,71.424,30.213,0,0
A027,10-01-2025 06:00,A027-ENG,Engine,76.578,2.579,75.785,57.133,1981.613,144.667,23.288,76.836,428,63.354,45.225,0,0
A027,10-01-2025 09:00,A027-ENG,Engine,81.571,3.347,69.456,55.077,1833.792,138.315,23.068,82.846,627,66.979,36.514,0,0
A027,10-01-2025 10:00,A027-ENG,Engine,77.817,3.532,73.814,53.778,1923.079,150.812,23.487,79.36,684,61.731,30.065,0,0
A027,10-01-2025 14:00,A027-ENG,Engine,80.127,2.785,71.2,53.919,1711.837,151.463,23.51,85.288,706,69.242,25.346,0,0
A027,10-01-2025 18:00,A027-ENG,Engine,78.295,2.786,73.414,54.847,1782.839,145.692,23.46,81.397,500,59.546,22.81,0,0
A027,10-01-2025 19:00,A027-ENG,Engine,81.715,4.125,78.461,53.288,1934.512,141.475,23.206,80.047,476,60.956,31.018,0,0
A027,10-01-2025 23:00,A027-ENG,Engine,79.014,2.957,73.699,55.447,1867.022,150.59,23.303,79.229,425,64.451,30.206,0,1
A027,11-01-2025 05:00,A027-ENG,Engine,75.682,2.712,71.203,54.887,1742.453,145.361,23.961,77.867,696,73.36,24.123,0,1
A027,11-01-2025 06:00,A027-ENG,Engine,77.097,2.751,70.298,52.815,1751.05,142.118,23.4,77.275,465,67.435,27.311,0,0
A027,11-01-2025 09:00,A027-ENG,Engine,78.572,3.201,73.712,51.686,1876.751,140.207,23.736,81.593,546,62.89,36.356,0,0
A027,11-01-2025 11:00,A027-ENG,Engine,82.493,3.179,74.126,56.565,1809.352,148.427,23.345,79.684,640,63.797,35.677,0,0
A027,11-01-2025 17:00,A027-ENG,Engine,77.92,3.555,71.229,53.86,1830.969,142.633,23.686,82.355,632,67.312,30.008,0,0
A027,11-01-2025 19:00,A027-ENG,Engine,84.188,3.844,67.039,53.926,1691.578,155.958,22.839,82.477,697,67.371,33.016,1,1
A027,11-01-2025 22:00,A027-ENG,Engine,79.957,2.928,71.387,51.053,2041.279,136.262,22.99,81.551,608,63.359,31.344,0,0
A027,12-01-2025 03:00,A027-ENG,Engine,82.658,3.789,74.18,52.232,1794.921,142.938,23.254,82.297,709,71.287,36.659,1,1
A027,12-01-2025 04:00,A027-ENG,Engine,80.827,3.591,71.686,52.175,1856.407,143.496,23.355,83.479,695,67.851,33.312,0,0
A027,12-01-2025 07:00,A027-ENG,Engine,80.51,3.189,68.507,53.265,1742.787,143.082,23.115,83.212,729,71.289,31.812,0,0
A027,12-01-2025 09:00,A027-ENG,Engine,81.887,2.849,70.387,50.035,1718.044,143.458,22.996,80.904,711,62.345,24.547,0,1
A027,12-01-2025 15:00,A027-ENG,Engine,79.825,3.255,72.02,54.851,1908.455,138.592,23.02,78.504,738,69.918,23.518,0,0
A027,12-01-2025 17:00,A027-ENG,Engine,81.808,3.212,73.011,56.799,1777.4,144.678,23.788,81.085,565,70.989,20.471,0,1
A027,13-01-2025 04:00,A027-ENG,Engine,78.382,3.622,69.023,52.532,1846.096,142.294,23.159,81.733,467,67.11,28.012,1,0
A027,13-01-2025 07:00,A027-ENG,Engine,81.261,3.489,72.314,52.821,1768.558,146.52,22.907,81.042,675,62.987,29.544,0,0
A027,13-01-2025 15:00,A027-ENG,Engine,75.841,3.583,69.151,49.441,1704.094,149.749,23.49,85.441,465,79.866,25.977,1,0
A027,13-01-2025 17:00,A027-ENG,Engine,85.042,3.121,69.65,51.091,1628.558,145.231,23.256,80.451,681,79.97,25.83,1,0
A027,14-01-2025 01:00,A027-ENG,Engine,80.198,3.542,70.739,50.206,1767.106,140.457,22.655,82.396,659,54.735,33.996,0,0
A027,14-01-2025 02:00,A027-ENG,Engine,78.35,3.711,71.945,54.63,1761.089,144.467,22.99,83.106,454,69.134,32.299,1,0
A027,14-01-2025 06:00,A027-ENG,Engine,79.067,3.675,72.437,50.624,1897.096,139.014,23.403,85.279,563,87.384,28.315,1,1
A027,14-01-2025 13:00,A027-ENG,Engine,81.859,3.486,68.926,51.836,1740.439,149.698,23.547,81.305,810,77.671,30.683,1,0
A027,14-01-2025 14:00,A027-ENG,Engine,85.476,3.375,73.613,54.063,1788.429,148.443,22.889,84.085,739,57.612,27.332,1,1
A027,14-01-2025 18:00,A027-ENG,Engine,81.737,3.92,74.904,53.293,1755.141,146.375,22.886,82.497,670,76.175,31.969,1,0
A027,14-01-2025 20:00,A027-ENG,Engine,87.468,3.805,73.615,51.526,1919.378,141.943,22.787,86.579,659,71.397,30.921,1,0
A027,15-01-2025 01:00,A027-ENG,Engine,88.396,7.337,55.579,52.791,1776.601,143.6,22.737,82.88,480,76.776,40.42,1,1
A027,15-01-2025 02:00,A027-ENG,Engine,81.164,3.389,70.013,54.849,1709.95,141.165,22.682,82.753,452,56.162,24.672,1,1
A027,15-01-2025 05:00,A027-ENG,Engine,85.06,3.21,72.544,51.6,1780.749,142.605,22.616,83.933,828,73.431,29.198,1,1
A027,15-01-2025 13:00,A027-ENG,Engine,85.925,2.852,66.705,55.131,1873.914,142.713,23.056,83.157,449,70.681,32.461,1,0
A027,15-01-2025 17:00,A027-ENG,Engine,91.825,7.01,63.077,49.846,1781.383,125.432,22.53,83.945,808,75.122,33.405,1,1
A027,16-01-2025 04:00,A027-ENG,Engine,81.591,4.061,66.875,51.455,1880.302,142.572,22.926,84.148,521,72.562,29.373,1,1
A027,16-01-2025 06:00,A027-ENG,Engine,84.826,4.405,71.039,52.01,1748.048,145.042,23.279,83.326,663,80.115,28.152,1,0
A027,16-01-2025 09:00,A027-ENG,Engine,82.136,3.785,69.35,53.456,1853.083,144.719,22.424,86.977,557,63.349,26.319,1,1
A027,16-01-2025 15:00,A027-ENG,Engine,85.002,3.301,68.448,53.059,1763.293,142.549,22.786,83.611,804,72.403,37.576,1,1
A027,16-01-2025 16:00,A027-ENG,Engine,84.023,3.385,75.251,50.673,1927.075,144.628,23.328,83.434,706,79.926,37.076,1,0
A027,16-01-2025 21:00,A027-ENG,Engine,83.74,4.114,72.153,51.656,1889.579,145.131,22.456,88.416,804,69.335,31.329,1,0
A027,17-01-2025 02:00,A027-ENG,Engine,83.971,3.627,68.514,48.739,1846.541,142.662,21.994,84.429,702,80.834,42.422,1,1
A027,17-01-2025 09:00,A027-ENG,Engine,96.608,5.747,57.235,51.145,1882.264,137.284,22.413,84.265,801,61.954,30.482,1,1
A027,17-01-2025 10:00,A027-ENG,Engine,84.194,3.969,66.083,49.627,1949.234,146.187,22.822,84.261,656,77.828,22.889,1,1
A027,17-01-2025 12:00,A027-ENG,Engine,83.484,4.103,68.397,51.803,1715.965,148.388,22.929,87.118,819,71.9,43.418,1,1
A027,17-01-2025 14:00,A027-ENG,Engine,107.172,6.972,62.07,52.339,1820.333,135.714,23.066,83.23,707,63.644,24.563,1,1
A028,01-01-2025 00:00,A028-ENG,Engine,70.767,2.084,79.731,56.522,1639.37,149.891,23.741,73.966,326,43.996,34.679,0,0
A028,01-01-2025 03:00,A028-ENG,Engine,75.338,2.547,78.546,55.846,1797.557,149.057,23.782,75.206,190,42.563,30.653,0,0
A028,01-01-2025 05:00,A028-ENG,Engine,71.599,2.938,76.716,53.351,1864.488,146.089,23.491,74.519,359,50.736,36.778,0,0
A028,01-01-2025 09:00,A028-ENG,Engine,69.774,2.935,77.515,52.992,1783.126,142.578,23.923,76.618,314,65.191,15.41,0,0
A028,01-01-2025 11:00,A028-ENG,Engine,72.417,2.737,83.798,56.208,1813.739,144.742,23.222,74.542,185,61.13,32.024,0,1
A028,01-01-2025 17:00,A028-ENG,Engine,72.661,1.681,78.897,53.161,1869.024,152.005,23.689,74.062,298,55.016,26.517,0,0
A028,01-01-2025 20:00,A028-ENG,Engine,72.861,2.488,79.103,52.43,1721.207,142.094,24.591,76.077,507,59.859,28.26,0,1
A028,02-01-2025 00:00,A028-ENG,Engine,75.105,2.49,80.633,55.17,1840.313,148.816,23.925,75.102,463,59.956,34.656,0,0
A028,02-01-2025 02:00,A028-ENG,Engine,76.622,2.758,82.815,54.796,1790.922,152.462,23.604,77.56,335,55,34.594,0,1
A028,02-01-2025 14:00,A028-ENG,Engine,71.115,3.164,76.086,52.465,1904.339,145.082,23.359,78.933,457,49.813,34.367,0,0
A028,02-01-2025 17:00,A028-ENG,Engine,78.363,2.309,72.414,55.626,1855.61,140.37,23.316,77.187,205,53.333,34.105,0,0
A028,02-01-2025 22:00,A028-ENG,Engine,75.345,2.442,76.338,57.268,1807.831,150.292,24.195,74.213,326,57.114,39.739,0,0
A028,03-01-2025 00:00,A028-ENG,Engine,73.562,3.151,80.081,54.042,1815.186,151.828,23.415,77.84,419,42.986,34.462,0,0
A028,03-01-2025 06:00,A028-ENG,Engine,84.619,5.852,69.635,53.97,1801.701,139.412,24.224,77.193,548,68.258,25.411,1,0
A028,03-01-2025 08:00,A028-ENG,Engine,74.133,2.66,71.782,48.497,1812.272,152.416,24.806,76.126,196,53.511,36.02,0,0
A028,03-01-2025 12:00,A028-ENG,Engine,85.995,5.32,65.067,53.128,1651.065,127.307,23.831,75.601,472,55.16,36.038,1,0
A028,03-01-2025 14:00,A028-ENG,Engine,71.225,2.504,78.878,56.257,1767.114,149.16,24.231,79.338,529,58.394,34.285,0,0
A028,03-01-2025 16:00,A028-ENG,Engine,74.823,2.579,77.709,52.956,1795.333,145.771,23.149,76.009,172,55.275,27.521,0,1
A028,03-01-2025 19:00,A028-ENG,Engine,76.036,2.63,77.32,54.865,1665.52,145.168,23.652,75.278,405,50.637,40.108,0,0
A028,04-01-2025 00:00,A028-ENG,Engine,69.165,2.422,78.168,54.009,1703.668,150.424,23.358,78.538,514,46.078,35.771,0,0
A028,04-01-2025 02:00,A028-ENG,Engine,75.463,2.118,79.94,50.098,1832.813,146.546,23.411,76.156,353,50.932,35.304,0,0
A028,04-01-2025 03:00,A028-ENG,Engine,71.657,2.59,77.31,52.125,1696.74,143.173,23.336,78.218,418,54.552,25.55,0,0
A028,04-01-2025 04:00,A028-ENG,Engine,69.573,2.727,73.608,52.572,1777.999,150.738,23.143,75.071,403,50.065,21.69,0,0
A028,04-01-2025 11:00,A028-ENG,Engine,77.187,2.885,80.349,56.542,1826.698,148.11,23.368,74.573,378,50.821,23.15,0,0
A028,04-01-2025 16:00,A028-ENG,Engine,75.681,2.778,73.309,55.46,1730.958,149.675,23.464,76.548,350,55.382,30.187,0,1
A028,04-01-2025 18:00,A028-ENG,Engine,75.409,2.302,78.6,54.467,1846.887,147.5,24.17,74.714,375,64.722,38.025,0,0
A028,04-01-2025 20:00,A028-ENG,Engine,71.539,3.576,75.177,54.716,1933.155,154.398,23.57,76.954,409,54.344,28.904,0,0
A028,04-01-2025 23:00,A028-ENG,Engine,76.731,2.405,74.672,58.717,1983.705,151.047,23.672,79.265,506,52.741,38.407,0,0
A028,05-01-2025 00:00,A028-ENG,Engine,72.937,2.329,77.775,55.014,1891.479,150.941,24.426,78.76,429,51.269,27.392,0,0
A028,05-01-2025 05:00,A028-ENG,Engine,72.834,2.757,81.021,54.046,1673.345,153.225,23.531,77.177,285,47.236,37.092,0,0
A028,05-01-2025 09:00,A028-ENG,Engine,76.773,3.185,77.435,54.225,1823.348,150.868,23.368,78.009,250,57.406,21.301,0,0
A028,05-01-2025 16:00,A028-ENG,Engine,76.857,2.772,73.582,53.687,1963.203,156.202,23.557,81.394,378,80.526,23.368,0,1
A028,05-01-2025 18:00,A028-ENG,Engine,72.325,2.808,76.58,51.332,1728.266,154.434,23.899,77.842,370,59.867,29.107,0,1
A028,05-01-2025 22:00,A028-ENG,Engine,76.46,3.739,73.531,54.358,1732.421,151.006,23.319,78.695,512,52.174,30.616,0,0
A028,06-01-2025 01:00,A028-ENG,Engine,72.461,2.958,73.298,55.422,1715.36,145.828,23.921,78.118,517,56.576,30.752,0,0
A028,06-01-2025 10:00,A028-ENG,Engine,78.893,2.658,75.303,52.083,1920.548,147.744,24.117,78.019,422,63.792,27.117,0,0
A028,06-01-2025 15:00,A028-ENG,Engine,71.299,2.809,73.653,51.513,1895.571,142.78,23.317,80.21,488,67.492,20.661,0,1
A028,06-01-2025 21:00,A028-ENG,Engine,79.27,3.174,75.144,50.333,1594.189,147.688,23.553,80.069,460,74.982,28.6,0,0
A028,07-01-2025 00:00,A028-ENG,Engine,72.988,3.557,78.819,55.352,1879.982,147.486,23.525,78.128,270,53.863,24.197,0,0
A028,07-01-2025 03:00,A028-ENG,Engine,80.068,3.345,77.37,55.809,1721.778,144.924,23.508,78.451,406,56.019,32.801,0,0
A028,07-01-2025 09:00,A028-ENG,Engine,80.053,2.833,79.889,53.297,1863.174,154.703,23.822,79.748,412,69.767,35.656,0,0
A028,07-01-2025 13:00,A028-ENG,Engine,79.25,2.977,75.467,56.682,1828.389,146.382,22.91,76.528,611,51.115,22.186,0,0
A028,07-01-2025 15:00,A028-ENG,Engine,74.136,2.779,68.185,54.185,1847.527,145.082,22.705,77.428,501,72.529,33.937,0,0
A028,07-01-2025 17:00,A028-ENG,Engine,75.988,2.799,77.459,55.971,1821.277,144.696,23.694,79.593,361,48.711,32.967,0,1
A028,07-01-2025 18:00,A028-ENG,Engine,72.59,2.606,71.353,51.793,1811.025,146.211,22.967,75.736,524,42.372,32.969,0,0
A028,08-01-2025 11:00,A028-ENG,Engine,79.772,3.268,72.83,55.993,1717.313,148.097,23.051,79.406,660,66.829,27.335,0,0
A028,08-01-2025 12:00,A028-ENG,Engine,76.167,3.621,74.085,54.521,1680.717,148.863,23.058,81.445,335,65.003,26.685,0,0
A028,08-01-2025 15:00,A028-ENG,Engine,97.724,5.376,61.936,56.391,1725.657,146.637,23.355,83.225,395,42.346,26.305,1,1
A028,08-01-2025 17:00,A028-ENG,Engine,83.973,2.671,75.837,55.02,1784.246,149.599,23.431,76.805,359,65.137,38.517,0,0
A028,08-01-2025 19:00,A028-ENG,Engine,77.828,2.94,74.642,55.162,1722.791,144.826,23.551,79.53,674,63.658,26.292,0,0
A028,08-01-2025 21:00,A028-ENG,Engine,81.256,2.821,74.154,50.806,1836.251,149.925,24.022,79.504,300,70.602,26.848,0,0
A028,09-01-2025 00:00,A028-ENG,Engine,80.825,3.046,78.313,52.468,1858.434,143.789,23.647,83.128,492,69.97,38.643,0,0
A028,09-01-2025 05:00,A028-ENG,Engine,79.18,3.104,69.251,54.305,1710.812,140.661,23.328,82.974,684,72.374,33.793,0,0
A028,09-01-2025 07:00,A028-ENG,Engine,77.788,3.122,72.891,51.866,1774.138,148.366,23.346,76.662,397,71.801,17.206,0,0
A028,09-01-2025 08:00,A028-ENG,Engine,80.207,3.05,77.324,51.61,1842.465,153.135,23.547,81.828,512,67.356,34.124,0,1
A028,09-01-2025 12:00,A028-ENG,Engine,93.069,4.903,70.088,54.328,1803.62,134.869,22.958,79.285,415,69.259,32.689,1,0
A028,09-01-2025 14:00,A028-ENG,Engine,75.189,3.481,74.673,53.858,1801.442,147.757,22.697,79.522,456,70.723,22.837,0,1
A028,09-01-2025 19:00,A028-ENG,Engine,78.532,3.426,73.086,51.737,1815.279,145.651,23.575,78.256,419,62.35,31.874,0,0
A028,09-01-2025 20:00,A028-ENG,Engine,75.468,3.767,71.039,52.334,1843.474,148.001,23.441,78.448,406,59.836,31.072,0,0
A028,10-01-2025 00:00,A028-ENG,Engine,76.578,2.775,71.668,53.906,1677.489,145.83,23.839,79.666,478,71.927,24.415,0,0
A028,10-01-2025 06:00,A028-ENG,Engine,74.158,3.125,73.312,51.731,1901.188,148.323,23.35,79.781,647,68.645,28.264,0,0
A028,10-01-2025 10:00,A028-ENG,Engine,78.078,2.941,70.175,54.126,1920.883,148.83,22.965,78.8,639,72.18,26.796,0,0
A028,10-01-2025 16:00,A028-ENG,Engine,78.754,3.23,76.961,53.483,1875.596,148.89,23.543,78.842,602,69.464,37.29,0,0
A028,10-01-2025 18:00,A028-ENG,Engine,79.551,2.756,72.832,57.144,2001.492,141.186,22.86,82.732,642,66.278,33.523,0,0
A028,10-01-2025 20:00,A028-ENG,Engine,81.041,3.076,76.741,51.766,1815.745,151.674,23.346,81.754,494,72.727,26.839,0,1
A028,10-01-2025 21:00,A028-ENG,Engine,79.115,3.626,72.271,50.523,1804.25,148.833,23.048,79.203,531,66.076,23.686,0,0
A028,10-01-2025 22:00,A028-ENG,Engine,82.276,3.539,70.011,52.636,1779.151,150.918,23.292,81.242,395,66.583,32.809,0,1
A028,10-01-2025 23:00,A028-ENG,Engine,76.405,2.771,73.108,52.722,1774.208,147.539,23.555,79.524,667,50.36,30.218,0,0
A028,11-01-2025 03:00,A028-ENG,Engine,82.145,3.102,73.131,54.08,1716.172,152.809,22.996,80.628,606,68.244,29.288,0,0
A028,11-01-2025 07:00,A028-ENG,Engine,78.533,3.885,71.979,52.475,1776.076,144.933,23.159,79.445,461,68.475,33.296,0,0
A028,11-01-2025 10:00,A028-ENG,Engine,80.954,3.175,69.907,53.561,1644.121,158.309,23.283,84.006,420,73.319,28.958,0,0
A028,11-01-2025 15:00,A028-ENG,Engine,80.091,3.014,68.638,54.899,1764.13,143.27,23.28,80.129,586,62.483,29.124,0,0
A028,11-01-2025 18:00,A028-ENG,Engine,79.332,3.134,72.286,55.675,1899.976,152.621,22.866,83.313,459,61.389,32.063,0,1
A028,12-01-2025 03:00,A028-ENG,Engine,78.428,3.626,75.617,53.91,1844.804,143.454,22.931,81.597,393,68.45,33.056,0,1
A028,12-01-2025 11:00,A028-ENG,Engine,78.743,3.069,72.753,55.026,1843.363,139.352,22.66,81.545,500,68.881,34.244,0,0
A028,12-01-2025 12:00,A028-ENG,Engine,73.584,2.977,75.35,58.132,1636.444,140.911,23.728,82.041,398,76.488,23.784,0,1
A028,12-01-2025 13:00,A028-ENG,Engine,90.71,6.922,68.781,54.016,1840.132,124.6,23.441,83.142,574,75.905,35.217,1,1
A028,12-01-2025 14:00,A028-ENG,Engine,81.898,3.223,70.183,53.194,1810.376,143.402,23.392,82.812,759,61.723,33.186,0,0
A028,12-01-2025 15:00,A028-ENG,Engine,80.622,3.461,72.346,56.759,1883.563,147.929,23.202,84.02,515,59.298,34.678,0,0
A028,12-01-2025 23:00,A028-ENG,Engine,85.26,3.847,67.376,52.739,1705.387,151.198,23.346,80.598,669,81.997,32.98,1,0
A028,13-01-2025 04:00,A028-ENG,Engine,82.4,3.636,72.286,52.549,1810.493,144.951,23.199,81.407,497,65.368,27.878,1,0
A028,13-01-2025 07:00,A028-ENG,Engine,80.427,2.972,72.816,52.279,1800.409,148.671,22.752,79.426,402,77.073,31.063,1,1
A028,13-01-2025 14:00,A028-ENG,Engine,83.58,3.293,71.747,54.664,1782.189,140.101,23.365,85.137,783,73.528,28.161,1,1
A028,13-01-2025 16:00,A028-ENG,Engine,84.938,3.54,74.939,50.459,1803.669,144.544,22.296,85.274,603,78.896,31.352,1,1
A028,13-01-2025 20:00,A028-ENG,Engine,80.947,3.109,69.288,55.115,1637.488,148.596,23.145,84.691,693,60.733,32.117,0,0
A028,14-01-2025 11:00,A028-ENG,Engine,88.792,3.797,75.56,53.647,1788.816,141.004,22.977,86.961,729,71.524,29.925,1,1
A028,14-01-2025 12:00,A028-ENG,Engine,81.793,3.765,73.531,52.738,1656.35,150.124,23.102,84.635,619,68.211,37.398,1,0
A028,14-01-2025 13:00,A028-ENG,Engine,81.314,3.698,72.377,53.981,1687.744,156.578,23.261,86.128,642,64.196,29.494,1,1
A028,14-01-2025 14:00,A028-ENG,Engine,85.218,3.303,75.921,49.984,1804.713,141.57,23.424,82.215,782,67.204,34.176,1,0
A028,14-01-2025 16:00,A028-ENG,Engine,84.099,3.257,71.6,52.541,1720.443,144.308,23.317,84.004,605,64.193,26.712,1,1
A028,14-01-2025 20:00,A028-ENG,Engine,82.092,3.546,74.665,48.943,1658.577,138.164,23.08,82.595,550,86.047,32.423,1,0
A028,15-01-2025 00:00,A028-ENG,Engine,83.673,3.892,73.138,53.507,1816.276,155.709,23.434,81.485,723,70.945,43.237,1,1
A028,15-01-2025 02:00,A028-ENG,Engine,84.464,3.54,72.628,48.97,1859.004,143.126,22.57,83.381,699,77.971,23.911,1,1
A028,15-01-2025 06:00,A028-ENG,Engine,80.792,3.552,72.048,48.36,1772.803,145.507,22.984,81.242,711,76.032,29.853,1,1
A028,15-01-2025 10:00,A028-ENG,Engine,81.813,3.316,69.292,50.794,1955.323,147.506,22.515,82.605,595,74.797,31.753,1,1
A028,15-01-2025 12:00,A028-ENG,Engine,82.84,3.795,71.387,50.584,1761.007,146.9,22.862,84.213,691,60.464,28.205,1,1
A028,15-01-2025 13:00,A028-ENG,Engine,83.074,3.594,68.401,54.185,1871.052,143.215,23.018,83.573,754,67.797,35.919,1,0
A028,15-01-2025 16:00,A028-ENG,Engine,80.498,3.963,73.126,52.425,1640.133,145.728,22.717,84.137,600,68.04,29.548,1,0
A028,15-01-2025 17:00,A028-ENG,Engine,80.326,3.731,74.625,50.747,1846.257,141.537,23.117,82.766,750,57.887,33.255,1,0
A028,15-01-2025 19:00,A028-ENG,Engine,82.87,3.672,73.01,49.743,1753.238,150.055,23.08,84.145,481,77.7,29.309,1,1
A028,15-01-2025 22:00,A028-ENG,Engine,82.224,4.452,71.502,51.041,1850.524,149.629,23.143,85.862,793,83.806,29.123,1,0
A028,16-01-2025 03:00,A028-ENG,Engine,81.369,3.937,67.068,52.247,1774.98,150.619,22.809,86.589,860,84.61,40.192,1,1
A028,16-01-2025 04:00,A028-ENG,Engine,84.289,3.749,71.527,50.859,1945.754,145.097,22.792,79.478,732,80.951,23.482,1,1
A028,16-01-2025 08:00,A028-ENG,Engine,83.097,3.647,75.456,52.702,1682.574,146.805,23.054,83.35,741,73.094,33.47,1,0
A028,16-01-2025 11:00,A028-ENG,Engine,82.346,3.879,73.43,53.635,1731.528,151.094,22.726,85.418,622,84.907,32.442,1,1
A028,16-01-2025 14:00,A028-ENG,Engine,80.113,4.108,69.072,52.378,1609.019,147.761,22.518,86.434,834,74.968,33.838,1,1
A028,16-01-2025 20:00,A028-ENG,Engine,85.873,3.414,67.088,52.519,1786.178,146.093,22.489,85.324,824,71.66,35.994,1,1
A028,16-01-2025 22:00,A028-ENG,Engine,82.035,3.127,67.604,52.819,1896.837,143.522,22.885,84.358,626,73.598,24.102,1,0
A028,16-01-2025 23:00,A028-ENG,Engine,85.377,3.811,73.149,49.462,1773.903,143.292,22.562,79.916,631,75.932,32.314,1,0
A028,17-01-2025 00:00,A028-ENG,Engine,81.088,3.539,70.228,50.041,1795.885,140.556,22.767,88.522,626,77.648,24.762,1,1
A028,17-01-2025 01:00,A028-ENG,Engine,91.167,6.083,59.638,50.099,1893.002,138.144,22.815,83.394,523,86.644,27.752,1,1
A028,17-01-2025 10:00,A028-ENG,Engine,82.076,4.147,66.406,50.571,1714.248,139.131,22.349,87.888,727,94.191,20.348,1,1
A029,01-01-2025 01:00,A029-ENG,Engine,75.902,2.32,73.688,53.966,2042.554,141.521,24.888,74.47,217,50.888,36.451,0,0
